"","age_range","outcome","involved_person","self_defined_ethnicity","gender","legislation","outcome_linked_to_object_of_search","datetime","removal_of_more_than_outer_clothing","outcome_object.id","outcome_object.name","location.latitude","location.street.id","location.street.name","location.longitude","operation","officer_defined_ethnicity","type","operation_name","object_of_search"
"2180",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T16:14:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.546938,1265097,On or near Homerton Road,-1.870055,NULL,NULL,Person search,NULL,Article for use in theft
"2181",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T16:18:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511524,1262221,On or near Dulverton Road,-1.875478,NULL,Asian,Person and Vehicle search,NULL,Offensive weapons
"2182",25-34,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T16:19:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511524,1262221,On or near Dulverton Road,-1.875478,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2183",NULL,,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T16:50:00+00:00,NULL,,,52.480274,1255406,On or near Supermarket,-1.772482,NULL,NULL,Vehicle search,NULL,Stolen goods
"2184",NULL,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:02:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.509553,1259736,On or near Stoneyhurst Road,-1.843644,NULL,NULL,Person search,NULL,Controlled drugs
"2185",18-24,,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:12:00+00:00,FALSE,,,52.509420,1259732,On or near Wheelwright Road,-1.838134,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2186",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:13:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.509420,1259732,On or near Wheelwright Road,-1.838134,NULL,Asian,Person search,NULL,Controlled drugs
"2187",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.509420,1259732,On or near Wheelwright Road,-1.838134,NULL,NULL,Person search,NULL,Controlled drugs
"2188",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:17:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.510975,1259716,On or near Alleyne Road,-1.838025,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2189",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:17:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.462765,1254708,On or near Arundel Place,-1.878751,NULL,NULL,Person search,NULL,Controlled drugs
"2190",18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T17:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.484971,1256249,On or near Summerfield Road,-1.936665,NULL,NULL,Person search,NULL,Offensive weapons
"2191",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.442232,1250745,On or near Fox Hollies Road,-1.833937,NULL,Asian,Person and Vehicle search,NULL,Controlled drugs
"2192",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T17:25:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.442232,1250745,On or near Fox Hollies Road,-1.833937,NULL,Asian,Person search,NULL,Controlled drugs
"2193",10-17,Penalty Notice for Disorder,TRUE,White - Any other White background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T17:28:00+00:00,FALSE,bu-penalty-notice,Penalty Notice for Disorder,52.497073,1258436,On or near Beeton Road,-1.940227,NULL,NULL,Person search,NULL,Article for use in theft
"2194",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T17:58:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.517201,1262243,On or near Slade Road,-1.856187,NULL,NULL,Person search,NULL,Offensive weapons
"2195",10-17,,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:18:00+00:00,FALSE,,,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,NULL,Person search,NULL,Controlled drugs
"2196",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:20:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,NULL,Person search,NULL,Controlled drugs
"2197",10-17,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,Asian,Person search,NULL,Controlled drugs
"2198",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:37:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,NULL,Person search,NULL,Controlled drugs
"2199",10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:39:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,Asian,Person search,NULL,Controlled drugs
"2200",10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:39:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,Asian,Person search,NULL,Controlled drugs
"2201",10-17,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:48:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,Asian,Person search,NULL,Controlled drugs
"2202",10-17,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:49:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,Asian,Person search,NULL,Controlled drugs
"2203",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:51:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,Asian,Person search,NULL,Controlled drugs
"2204",NULL,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T18:52:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.471809,1255859,On or near Bassett Croft,-1.869584,NULL,NULL,Person search,NULL,Controlled drugs
"2205",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T19:52:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.555147,1265809,On or near Cotleigh Grove,-1.898615,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2206",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T20:05:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.442232,1250745,On or near Fox Hollies Road,-1.833937,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2207",NULL,,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T20:06:00+00:00,FALSE,,,52.555147,1265809,On or near Cotleigh Grove,-1.898615,NULL,NULL,Person search,NULL,Controlled drugs
"2208",NULL,A no further action disposal,FALSE,NULL,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T20:18:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.438928,1250740,On or near Grimshaw Road,-1.837082,NULL,NULL,Vehicle search,NULL,Article for use in theft
"2209",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T21:12:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.462276,1254649,On or near Stratford Road,-1.874778,NULL,NULL,Person search,NULL,Controlled drugs
"2210",10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T21:16:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.478890,1255476,On or near Petrol Station,-1.781868,NULL,NULL,Person search,NULL,Offensive weapons
"2211",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-14T21:16:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.478890,1255476,On or near Petrol Station,-1.781868,NULL,NULL,Person search,NULL,Offensive weapons
"2212",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-14T22:02:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.446743,1252094,On or near Clifford Road,-1.845940,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2213",NULL,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T00:14:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.509182,1259740,On or near Abbotts Road,-1.842127,NULL,NULL,Person search,NULL,Article for use in theft
"2214",NULL,Arrest,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T02:22:00+00:00,NULL,bu-arrest,Arrest,52.502994,1260121,On or near Soho Road,-1.932883,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2215",25-34,Arrest,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T02:22:00+00:00,FALSE,bu-arrest,Arrest,52.502994,1260121,On or near Soho Road,-1.932883,NULL,Asian,Person search,NULL,Controlled drugs
"2216",over 34,,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T06:11:00+00:00,FALSE,,,52.414850,1246793,On or near Crown Road,-1.922798,NULL,NULL,Person and Vehicle search,NULL,Controlled drugs
"2217",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T10:54:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.481417,1255974,On or near Shopping Area,-1.894661,NULL,NULL,Person search,NULL,Offensive weapons
"2218",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T13:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.480721,1256210,On or near Pedestrian Subway,-1.925098,NULL,Other,Person search,NULL,Offensive weapons
"2219",10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T13:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.480721,1256210,On or near Pedestrian Subway,-1.925098,NULL,Other,Person search,NULL,Offensive weapons
"2220",NULL,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T13:54:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.442232,1250745,On or near Fox Hollies Road,-1.833937,NULL,Asian,Person search,NULL,Offensive weapons
"2221",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T13:55:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.441587,1250807,On or near Pemberly Road,-1.835896,NULL,NULL,Person search,NULL,Offensive weapons
"2222",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T13:55:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.442232,1250745,On or near Fox Hollies Road,-1.833937,NULL,Asian,Person search,NULL,Offensive weapons
"2223",10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T14:19:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.442935,1250746,On or near Fox Grove,-1.835170,NULL,NULL,Person search,NULL,Offensive weapons
"2224",25-34,Arrest,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T14:20:00+00:00,FALSE,bu-arrest,Arrest,52.424181,1249600,On or near Hole Lane,-1.956825,NULL,NULL,Person search,NULL,Controlled drugs
"2225",18-24,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T15:31:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.531229,1243694,On or near Marine Drive,-1.893053,NULL,Asian,Person search,NULL,Controlled drugs
"2226",NULL,A no further action disposal,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T15:32:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.511703,1262146,On or near Holyoak Close,-1.884407,NULL,Other,Person search,NULL,Controlled drugs
"2227",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T15:54:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.396580,1246308,On or near Belton Grove,-2.000720,NULL,NULL,Person search,NULL,Stolen goods
"2228",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T16:01:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.455293,1252522,On or near Rennie Grove,-1.989596,NULL,NULL,Person search,NULL,Article for use in theft
"2229",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T16:03:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.455293,1252522,On or near Rennie Grove,-1.989596,NULL,NULL,Person search,NULL,Controlled drugs
"2230",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T16:03:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.455293,1252522,On or near Rennie Grove,-1.989596,NULL,NULL,Person search,NULL,Controlled drugs
"2231",over 34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T17:11:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.466890,1254601,On or near Parking Area,-1.885937,NULL,Asian,Person search,NULL,Controlled drugs
"2232",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T17:11:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.466890,1254601,On or near Parking Area,-1.885937,NULL,NULL,Vehicle search,NULL,Controlled drugs
"2233",10-17,,TRUE,Asian/Asian British - Pakistani,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T17:40:00+00:00,FALSE,,,52.450562,1251966,On or near Police Station,-1.819309,NULL,Asian,Person search,NULL,Offensive weapons
"2234",over 34,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,NULL,Police and Criminal Evidence Act 1984 (section 1),NULL,2021-02-15T18:09:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.387256,1244113,On or near Peakman Close,-2.011490,NULL,NULL,Person search,NULL,Article for use in theft
"2235",NULL,A no further action disposal,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-02-15T19:26:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.489923,1258798,On or near Adderley Road,-1.861268,NULL,NULL,Vehicle search,NULL,Controlled drugs
